Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Valid Location,Sector,Category,Population,In Need,Targeted,Affected,Reached
#adm1+code,#adm1+name,#adm2+code,#adm2+name,#meta+valid_location,#sector+code,#category,#population,#inneed,#targeted,#affected,#reached
SS07,,SS0701,Baliet,Y,HEA,Adult - Female - Refugees,,357,223,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Female - Returnees,,219,137,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Male - Host Communities,,394,246,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Male - IDP,,211,132,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Male - Refugees,,176,110,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Male - Returnees,,336,210,,
SS07,,SS0701,Baliet,Y,HEA,Children - Female - Host Communities,,401,401,,
SS07,,SS0701,Baliet,Y,HEA,Children - Female - IDP,,995,995,,
SS07,,SS0701,Baliet,Y,HEA,Children - Female - Refugees,,1396,872,,
SS07,,SS0701,Baliet,Y,HEA,Children - Female - Returnees,,858,536,,
SS07,,SS0701,Baliet,Y,HEA,Children - Male - Host Communities,,1540,963,,
SS07,,SS0701,Baliet,Y,HEA,Children - Male - IDP,,826,516,,
SS07,,SS0701,Baliet,Y,HEA,Children - Male - Refugees,,690,431,,
SS07,,SS0701,Baliet,Y,HEA,Children - Male - Returnees,,1316,822,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Female - Host Communities,,309,193,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Female - IDP,,766,766,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Female - Refugees,,1074,1074,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Female - Returnees,,661,661,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Male - Host Communities,,1186,741,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Male - IDP,,636,398,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Male - Refugees,,332,332,,
SS07,,SS0701,Baliet,Y,HEA,Elderly - Male - Returnees,,1013,633,,
SS07,,SS0701,Baliet,Y,HEA,total,,16247,10154,,
SS07,,SS0701,Baliet,Y,MS,total,,,15646,,
SS07,,SS0701,Baliet,Y,NUT,Children - Female - IDP,,1776,1243,,
SS07,,SS0701,Baliet,Y,NUT,Children - Male - IDP,,2885,2123,,
SS07,,SS0701,Baliet,Y,NUT,Children - Male - Refugees,,3002,2210,,
SS07,,SS0701,Baliet,Y,NUT,total,,7664,5577,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Female - Host Communities,,65,68,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Female - IDP,,161,177,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Female - Refugees,,381,355,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Female - Returnees,,139,146,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Male - Host Communities,,165,175,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Male - IDP,,89,6,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Male - Refugees,,74,5,,
SS07,,SS0701,Baliet,Y,PRO,Adult - Male - Returnees,,254,209,,
SS07,,SS0701,Baliet,Y,PRO,Children - Female - Host Communities,,380,32,,
SS07,,SS0701,Baliet,Y,PRO,Children - Female - IDP,,942,93,,
SS07,,SS0701,Baliet,Y,PRO,Children - Female - Refugees,,1322,176,,
SS07,,SS0701,Baliet,Y,PRO,Children - Female - Returnees,,813,67,,
SS07,,SS0701,Baliet,Y,PRO,Children - Male - Host Communities,,970,100,,
SS07,,SS0701,Baliet,Y,PRO,Children - Male - IDP,,521,32,,
SS07,,SS0701,Baliet,Y,PRO,Children - Male - Refugees,,435,26,,
SS07,,SS0701,Baliet,Y,PRO,Children - Male - Returnees,,829,115,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Female - Host Communities,,195,99,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Female - IDP,,484,264,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Female - Refugees,,1099,598,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Female - Returnees,,417,213,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Male - Host Communities,,539,227,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Male - IDP,,289,22,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Male - Refugees,,242,18,,
SS07,,SS0701,Baliet,Y,PRO,Elderly - Male - Returnees,,733,321,,
SS07,,SS0701,Baliet,Y,PRO,total,,11537,3543,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Female - Host Communities,,33,3,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Female - IDP,,81,8,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Female - Refugees,,113,11,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Female - Returnees,,70,7,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Male - Host Communities,,125,13,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Male - IDP,,67,7,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Male - Refugees,,56,6,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Adult - Male - Returnees,,107,11,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Female - Host Communities,,192,19,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Female - IDP,,476,56,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Female - Refugees,,668,76,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Female - Returnees,,411,41,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Male - Host Communities,,737,74,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Male - IDP,,395,40,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Male - Refugees,,330,33,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Children - Male - Returnees,,630,63,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Female - Host Communities,,134,13,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Female - IDP,,332,33,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Female - Refugees,,465,47,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Female - Returnees,,286,29,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Male - Host Communities,,514,51,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Male - IDP,,276,28,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Male - Refugees,,230,23,,
SS07,,SS0701,Baliet,Y,PRO_CPM,Elderly - Male - Returnees,,439,44,,
SS07,,SS0701,Baliet,Y,PRO_CPM,total,,7166,734,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Adult - Male - IDP,,16,4,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Adult - Male - Refugees,,40,9,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Female - Host Communities,,233,45,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Female - IDP,,40,2,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Female - Refugees,,100,5,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Female - Returnees,,698,165,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Male - Host Communities,,161,9,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Male - IDP,,201,10,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Male - Refugees,,602,38,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Children - Male - Returnees,,903,66,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Female - Host Communities,,65,18,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Female - IDP,,81,19,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Female - Refugees,,242,70,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Female - Returnees,,363,122,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Male - Host Communities,,47,9,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Male - IDP,,186,41,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Male - Refugees,,1047,287,,
SS07,,SS0701,Baliet,Y,PRO_GBV,Elderly - Male - Returnees,,116,22,,
SS07,,SS0701,Baliet,Y,PRO_GBV,total,,5141,942,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Adult - Female - Host Communities,,62,22,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Adult - Female - IDP,,153,54,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Adult - Female - Refugees,,215,75,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Adult - Female - Returnees,,132,46,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Children - Female - Host Communities,,362,8,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Children - Female - IDP,,897,20,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Children - Female - Refugees,,1259,28,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Children - Female - Returnees,,774,17,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Elderly - Female - Host Communities,,186,43,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Elderly - Female - IDP,,461,106,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Elderly - Female - Refugees,,646,149,,
SS07,,SS0701,Baliet,Y,PRO_HLP,Elderly - Female - Returnees,,397,91,,
SS07,,SS0701,Baliet,Y,PRO_HLP,total,,5544,657,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Adult - Female - Host Communities,,6,,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Adult - Female - IDP,,16,1,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Adult - Female - Refugees,,14,1,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Adult - Female - Returnees,,5,,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Adult - Male - Host Communities,,34,2,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Adult - Male - Returnees,,29,1,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Children - Female - Host Communities,,45,2,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Children - Female - IDP,,122,6,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Children - Female - Refugees,,108,5,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Children - Female - Returnees,,37,2,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Children - Male - Host Communities,,263,13,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Children - Male - Returnees,,227,11,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Elderly - Female - Host Communities,,17,1,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Elderly - Female - IDP,,47,2,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Elderly - Female - Refugees,,42,2,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Elderly - Female - Returnees,,14,1,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Elderly - Male - Host Communities,,101,5,,
SS07,,SS0701,Baliet,Y,PRO_MIN,Elderly - Male - Returnees,,88,4,,
SS07,,SS0701,Baliet,Y,PRO_MIN,total,,1213,61,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Female - Host Communities,,58,38,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Female - IDP,,145,94,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Female - Refugees,,203,132,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Female - Returnees,,125,81,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Male - Host Communities,,224,146,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Male - IDP,,120,78,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Male - Refugees,,100,65,,
SS07,,SS0701,Baliet,Y,SHL,Adult - Male - Returnees,,192,125,,
SS07,,SS0701,Baliet,Y,SHL,Children - Female - Host Communities,,33,22,,
SS07,,SS0701,Baliet,Y,SHL,Children - Female - IDP,,83,54,,
SS07,,SS0701,Baliet,Y,SHL,Children - Female - Refugees,,116,75,,
SS07,,SS0701,Baliet,Y,SHL,Children - Female - Returnees,,71,46,,
SS07,,SS0701,Baliet,Y,SHL,Children - Male - Host Communities,,128,83,,
SS07,,SS0701,Baliet,Y,SHL,Children - Male - IDP,,69,45,,
SS07,,SS0701,Baliet,Y,SHL,Children - Male - Refugees,,57,37,,
SS07,,SS0701,Baliet,Y,SHL,Children - Male - Returnees,,109,71,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Female - Host Communities,,100,65,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Female - IDP,,248,161,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Female - Refugees,,347,226,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Female - Returnees,,214,139,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Male - Host Communities,,383,249,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Male - IDP,,206,134,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Male - Refugees,,172,112,,
SS07,,SS0701,Baliet,Y,SHL,Elderly - Male - Returnees,,327,213,,
SS07,,SS0701,Baliet,Y,SHL,total,,3831,2490,,
SS07,,SS0701,Baliet,Y,WSH,Adult - Female,,3578,2147,,
SS07,,SS0701,Baliet,Y,WSH,Adult - Male,,3057,1834,,
SS07,,SS0701,Baliet,Y,WSH,Children,,932,559,,
SS07,,SS0701,Baliet,Y,WSH,Children - Female,,1603,962,,
SS07,,SS0701,Baliet,Y,WSH,Children - Male,,1920,1152,,
SS07,,SS0701,Baliet,Y,WSH,Elderly,,1994,1197,,
SS07,,SS0701,Baliet,Y,WSH,Elderly - Female,,3243,1946,,
SS07,,SS0701,Baliet,Y,WSH,Elderly - Male,,2311,1387,,
SS07,,SS0701,Baliet,Y,WSH,total,,18638,11183,,
SS07,,SS0702,Fashoda,Y,ALL,total,,73970,63612,,
SS07,,SS0702,Fashoda,Y,CCM,Adult - Female - IDP,,10188,9922,,
SS07,,SS0702,Fashoda,Y,CCM,Adult - Male - IDP,,8726,8498,,
SS07,,SS0702,Fashoda,Y,CCM,Children - Female - IDP,,12684,12351,,
SS07,,SS0702,Fashoda,Y,CCM,Children - Male - IDP,,14259,13887,,
SS07,,SS0702,Fashoda,Y,CCM,Elderly - Female - IDP,,1818,1771,,
SS07,,SS0702,Fashoda,Y,CCM,Elderly - Male - IDP,,1072,1045,,
SS07,,SS0702,Fashoda,Y,CCM,total,,48748,47474,,
SS07,,SS0702,Fashoda,Y,EDU,Female,,7576,2787,,
SS07,,SS0702,Fashoda,Y,EDU,Male,,6719,2471,,
SS07,,SS0702,Fashoda,Y,EDU,total,,14295,5258,,
SS07,,SS0702,Fashoda,Y,FSC,Adult - Female,,4204,2859,,
SS07,,SS0702,Fashoda,Y,FSC,Adult - Male,,1964,1336,,
SS07,,SS0702,Fashoda,Y,FSC,Children - Female,,9822,6679,,
SS07,,SS0702,Fashoda,Y,FSC,Children - Male,,11590,7881,,
SS07,,SS0702,Fashoda,Y,FSC,Elderly - Female,,6836,4649,,
SS07,,SS0702,Fashoda,Y,FSC,Elderly - Male,,4872,3313,,
SS07,,SS0702,Fashoda,Y,FSC,total,,39288,26716,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Female - Host Communities,,591,451,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Female - IDP,,4811,4811,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Female - Refugees,,5617,4280,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Female - Returnees,,1003,764,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Male - Host Communities,,4690,3573,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Male - IDP,,3171,2416,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Male - Refugees,,2263,1724,,
SS07,,SS0702,Fashoda,Y,HEA,Adult - Male - Returnees,,4730,3604,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Female - Host Communities,,314,314,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Female - IDP,,2557,2557,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Female - Refugees,,2986,2275,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Female - Returnees,,533,406,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Male - Host Communities,,2493,1899,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Male - IDP,,1686,1284,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Male - Refugees,,1203,916,,
SS07,,SS0702,Fashoda,Y,HEA,Children - Male - Returnees,,2514,1916,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Female - Host Communities,,722,550,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Female - IDP,,5873,5873,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Female - Refugees,,6857,6857,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Female - Returnees,,1224,1224,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Male - Host Communities,,5725,4362,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Male - IDP,,3871,2950,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Male - Refugees,,2105,2105,,
SS07,,SS0702,Fashoda,Y,HEA,Elderly - Male - Returnees,,5774,4399,,
SS07,,SS0702,Fashoda,Y,HEA,total,,73970,56358,,
SS07,,SS0702,Fashoda,Y,MS,total,,,25560,,
SS07,,SS0702,Fashoda,Y,NUT,Children - Female - IDP,,1125,788,,
SS07,,SS0702,Fashoda,Y,NUT,Children - Male - IDP,,8793,6472,,
SS07,,SS0702,Fashoda,Y,NUT,Children - Male - Refugees,,9152,6737,,
SS07,,SS0702,Fashoda,Y,NUT,total,,19070,13996,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Female - Host Communities,,529,556,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Female - IDP,,2526,3736,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Female - Refugees,,5491,5645,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Female - Returnees,,1132,1028,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Male - Host Communities,,3122,3471,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Male - IDP,,1665,345,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Male - Refugees,,1188,279,,
SS07,,SS0702,Fashoda,Y,PRO,Adult - Male - Returnees,,3661,4008,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Female - Host Communities,,281,70,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Female - IDP,,1171,281,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Female - Refugees,,1367,427,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Female - Returnees,,602,144,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Male - Host Communities,,1659,421,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Male - IDP,,708,50,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Male - Refugees,,505,37,,
SS07,,SS0702,Fashoda,Y,PRO,Children - Male - Returnees,,1406,410,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Female - Host Communities,,646,374,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Female - IDP,,3083,2213,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Female - Refugees,,6620,3648,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Female - Returnees,,1382,718,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Male - Host Communities,,3811,2272,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Male - IDP,,2032,396,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Male - Refugees,,1450,317,,
SS07,,SS0702,Fashoda,Y,PRO,Elderly - Male - Returnees,,4413,2673,,
SS07,,SS0702,Fashoda,Y,PRO,total,,50451,33518,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Female - Host Communities,,228,23,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Female - IDP,,1854,185,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Female - Refugees,,2164,216,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Female - Returnees,,386,39,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Male - Host Communities,,1807,450,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Male - IDP,,1222,338,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Male - Refugees,,872,271,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Adult - Male - Returnees,,1823,452,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Female - Host Communities,,101,10,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Female - IDP,,821,109,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Female - Refugees,,959,122,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Female - Returnees,,171,17,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Male - Host Communities,,800,89,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Male - IDP,,541,61,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Male - Refugees,,386,44,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Children - Male - Returnees,,807,89,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Female - Host Communities,,349,35,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Female - IDP,,2844,284,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Female - Refugees,,3320,332,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Female - Returnees,,593,59,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Male - Host Communities,,2772,584,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Male - IDP,,1875,433,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Male - Refugees,,1338,344,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,Elderly - Male - Returnees,,2796,588,,
SS07,,SS0702,Fashoda,Y,PRO_CPM,total,,30829,5175,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Adult - Male - IDP,,232,42,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Adult - Male - Refugees,,581,103,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Female - Host Communities,,1401,186,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Female - IDP,,53,3,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Female - Refugees,,132,7,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Female - Returnees,,4203,687,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Male - Host Communities,,211,12,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Male - IDP,,264,14,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Male - Refugees,,791,50,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Children - Male - Returnees,,1187,87,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Female - Host Communities,,930,192,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Female - IDP,,1162,208,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Female - Refugees,,3486,767,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Female - Returnees,,5230,1332,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Male - Host Communities,,280,37,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Male - IDP,,1121,172,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Male - Refugees,,6305,1193,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,Elderly - Male - Returnees,,701,93,,
SS07,,SS0702,Fashoda,Y,PRO_GBV,total,,28269,5182,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Adult - Female - Host Communities,,286,100,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Adult - Female - IDP,,2331,816,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Adult - Female - Refugees,,2721,952,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Adult - Female - Returnees,,486,170,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Children - Female - Host Communities,,137,3,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Children - Female - IDP,,1115,25,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Children - Female - Refugees,,1302,29,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Children - Female - Returnees,,232,5,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Elderly - Female - Host Communities,,350,80,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Elderly - Female - IDP,,2845,654,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Elderly - Female - Refugees,,3322,764,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,Elderly - Female - Returnees,,593,136,,
SS07,,SS0702,Fashoda,Y,PRO_HLP,total,,15720,3735,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Adult - Female - Host Communities,,504,101,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Adult - Female - IDP,,1250,250,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Adult - Female - Refugees,,1754,351,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Adult - Female - Returnees,,1078,216,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Adult - Male - Host Communities,,2973,595,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Adult - Male - Returnees,,2520,504,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Children - Female - Host Communities,,268,54,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Children - Female - IDP,,664,133,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Children - Female - Refugees,,932,186,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Children - Female - Returnees,,573,115,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Children - Male - Host Communities,,1580,316,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Children - Male - Returnees,,1339,268,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Elderly - Female - Host Communities,,615,123,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Elderly - Female - IDP,,1526,305,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Elderly - Female - Refugees,,2141,428,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Elderly - Female - Returnees,,1316,263,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Elderly - Male - Host Communities,,3629,726,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,Elderly - Male - Returnees,,3076,615,,
SS07,,SS0702,Fashoda,Y,PRO_MIN,total,,27739,5548,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Female - Host Communities,,503,327,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Female - IDP,,4089,2658,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Female - Refugees,,4775,3104,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Female - Returnees,,852,554,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Male - Host Communities,,3987,2591,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Male - IDP,,2696,1752,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Male - Refugees,,1924,1250,,
SS07,,SS0702,Fashoda,Y,SHL,Adult - Male - Returnees,,4021,2614,,
SS07,,SS0702,Fashoda,Y,SHL,Children - Female - Host Communities,,6,4,,
SS07,,SS0702,Fashoda,Y,SHL,Children - Female - IDP,,51,33,,
